Usage_ID,Account_ID,Timestamp,Service,SKU,Usage_Value,Unit,Cost,Currency,FX_Rate,Region,Resource_ID,Tag_Owner,Tag_Env,Charge_Type,Purchase_Type,Department,Project,CPU_Util,Memory_Util,Incident_ID,Ticket_ID,Price_Version,SLA_Event,Log_Skew_Seconds
U08155,AWS-ACCT-004,2026-01-19T06:26:00-05:00,DATABASE,RDS-db_m5_large,31532.03,second,$309.30,Us Dollar,1.0,eu-west-1,aws-ec2-109,FRONTEND,staging,billable,Spot,Hr,DELTA,87.7,55.1,INC-005,,v1,No,17.4
U04696,AZ-ACCT-034,2026-02-16 00:31:00,COMPUTE,VM-Standard_D4s,44255.31,secs,€543.91,EUR,1.08,southeastasia,az-vm-170,DATA,development,billable,ON-DEMAND,data_science,ALPHA,10.2,90.1,,,v2,False,-84.1
U03650,AWS-ACCT-002,2026/02/06 18:59,Database,RDS-db.m5.large,45111.49,seconds,"2,438.73",inr,0.012,us-west-2,aws-ec2-061,platform,production,free_tier,on-demand,Engineering,beta,19.4,75.7,INC-045,,ver-2,FALSE,85.0
U03950,AZ-ACCT-035,2026-02-12T07:11:00+01:00,Database,SQLDb_S2,412578.99,second,988.31,eur,1.08,southEast asia,aws-ec2-094,Frontend,staging,refund,on-demand,Data_Science,PHOENIX,0.5,10.0,,,version2,false,-97.8
U00856,AWS-ACCT-002,2026-03-22T02:04:00Z,storage,S3-IA,170040.14,MB,364.91,inr,0.012,us west 2,aws-ec2-008,frontend,staging,billable,on_demand,LEGAL,Nova,,,INC-094,,v3,no,-73.9
U06601,AZ-ACCT-024,2026-0108 04:08,storage,Blob-Hot,4717.46,megabytes,€37.24,euro,1.08,eastus2,az-vm-119,data,production,refund,Spot,DEVOPS,phoenix,,,,T-022,version1,FALSE,65.0
U03460,AWS-ACCT-004,2026-02-20T23:50:00-05:00,compute,EC2_t3.medium,33147.74,hr,3063.07,dollar,1.0,ap-southeast-1,aws-ec2-004,frontend,production,true,on_demand,Legal,Epsilon,26.9,78.7,,T-022,v2,NO,91.2
U08404,GCP-ACCT-048,1970-01-01T00:00:00Z,Database,CloudSQL-db.standard-2,7707.13,minutes,120.80,Indian Rupee,0.012,asia south1,gcp-inst-227,frontend,STG,billable,Reserved,SECURITY,UNKNOWN_PROJECT,26.5,87.6,,,v1,False,60.5
U00614,AWS-ACCT-005,2026-03-15T19:27:00+00:00,COMPUTE,EC2-t3.medium,19861.3,hrs,$957.25,USD,1.0,eu-west-1,aws-ec2-031,backend,staging,CREDIT,RESERVED,engineering,BETA,64.7,22.4,,,v3,no,23.6
U05073,GCP-ACCT-047,2026/03/24 11:52,COMPUTE,gce-n1-standard-8,23239.45,sec,"€1,377.81",Euro,1.08,asia south1,gcp-inst-275,platform,Staging,BILLABLE,on-demand,FINANCE,UNKNOWN_PROJECT,4.8,79.5,INC-061,T-036,v3,false,-77.3
U00633,AWS-ACCT-003,2026-01-14 21:32:00,storage,S3-Standard,3301.52,MB,168.77,eur,1.08,eu-west-1,aws-ec2-065,data,staging,billable,Reserved,DEVOPS,NOVA,,,,,v1,false,84.6
U02102,AWS-ACCT-011,,Database,RDS-db.m5.large,12738.25,hrs,1189.47,Inr,0.012,euwe,aws-ec2-045,platform,staging,Credit,ON-DEMAND,DATA_SCIENCE,PHOENIX,72.3,74.8,,,v2,0,-89.4
U07601,AWS--ACCT-020,2026-01-07T01:01:00Z,Compute,EC2-t3.medium,47366.73,hr,"€1,211.30",Euro,1.08,us-east-1,aws-ec2-048,Platform,staging,BILLABLE,SPOT,devops,phoenix,88.4,6.5,INC-036,,v1,False,-105.3
U09359,GCP-ACCT-039,2026-03-29T22:13:00-05:00,COMPUTE,gce-n1-standard-8,4829.58,hour,£370.01,gbp,1.27,europe-west1,gcp-inst-278,DEVOPS,DEV,refund,SPOT,Data_Science,Phoenix,51.5,79.9,,,v3,false,93.6
U00720,AWS-ACCT-018,2026-03-12T03:23:00+05:30,storage,S3-IA,159.61,megabytes,8.74,dollar,1.0,us-east-1,aws-ec2-107,DATA,DEV,TRUE,reserved,legal,nova,,,,,v3,FALSE,45.3
U09422,AZ-ACCT-021,2026-02-22T15:45:00-05:00,COMPUTE,vm-standard_d2s,46326.69,min,4604.14,Indian Rupee,0.012,southeastasia,az-vm-189,backend,development,credit,Reserved,Hr,Gamma,29.0,50.4,,T-138,version2,FALSE,8.8
U02102,AWS-ACCT-011,,Database,RDS-db.m5.large,12738.25,hrs,1189.47,Inr,0.012,euwe,aws-ec2-045,platform,staging,Credit,ON-DEMAND,DATA_SCIENCE,PHOENIX,72.3,74.8,,,v2,0,-89.4
U06218,GCP-ACCT-049,,Storage,GCS-Standard,4535.47,gb,288.35,usd,1.0,asia-south1,gcp-inst-221,Backend,production,free_tier,SPOT,product,EPSILON,,,INC-006,,v1,0,21.3
U03996,GCP-ACCT-044,2026-02-13T05:21:00+00:00,compute,GCE-n1-standard-8,6267.86,hours,₹483.81,Inr,0.012,ASIA-SOUTH1,gcp-inst-240,frontend,development,True,ON-DEMAND,Engineering,ALPHA,40.3,99.7,,,v2,no,-5.1
U07253,AZ-ACCT-022,2026-03-04T11:03:00-08:00,storage,Blob-Hot,4815.39,Gb,216.58,dollar,1.0,westeurope,az-vm-169,dev-ops,DEV,true,ON-DEMAND,finance,Nova,,,,,v3,NO,-5.8
U07456,AWS-ACCT-001,2026-03-20 13:29:00,database,RDS_db.m5.large,29405.64,secs,₹858.23,INR,0.012,ap-southeast-1,aws-ec2-052,platform,staging,Billable,RI,finance,EPSILON,22.4,2.1,,,v3,0,63.5
U06231,AZ-ACCT-023,2026-01-03T01:41:00-05:00,Compute,vm-standard_d4s,119453.63,hour,£369.64,GBP,1.27,WESTEUROPE,az-vm-151,backend,production,FREE_TIER,RESERVED,Finance,Nova,7.7,26.5,,T-132,version1,FALSE,-44.7
U04083,AWS-ACCT-003,2026-02-04 19:59:00,Storage,S3-IA,4718.35,gigabytes,342.97,euro,1.08,ap-southeast-1,aws-ec2-059,platform,production,billable,on_demand,Engineering,phoenix,,,,,ver-2,No,-71.6
U06889,AZ-ACCT-033,2026-03-15T02:06:00+01:00,storage,Blob-Cool,4000.34,gb,339.10,eur,1.08,southeastasia,az-vm-999,security,staging,refund,on_demand,LEGAL,UNKNOWN_PROJECT,,,,T-182,v3,1,-103.9
U06083,GCP-ACCT-038,08-03-2026 17:33:00,STORAGE,GCS-Nearline,4082.69,Gb,139.90,INR,0.012,asia-southeast1,gcp-inst-255,devops,staging,FREE_TIER,Reserved,hr,DELTA,,,INC-064,T-164,v3,NO,103.6
U08123,GCP-ACCT-048,2026-03-10 13:06:00,compute,GCE_n1_standard_4,42006.2,min,"₹3,332.62",Inr,0.012,us-central1,gcp-inst-269,Backend,STG,FREE_TIER,on_demand,Security,delta,17.1,21.4,,,v3,0,-106.0
U01451,GCP-ACCT-048,2026-03-27T14:27:00+01:00,Database,CloudSQL-db_standard-2,18354.47,sec,135.73,Inr,0.012,ASIA-SOUTHEAST1,gcp-inst-249,SECURITY,development,REFUND,Reserved,SECURITY,Delta,75.5,15.7,,,V3,NO,-59.5
U06495,AWS-ACCT-001,2026-03-24T12:02:00Z,COMPUTE,EC2-t3.large,31682.96,sec,1398.12,INR,,us-west-2,gcp-inst-274,platform,development,billable,Reserved,Marketing,OMEGA,41.1,91.5,,T-063,v3,true,-63.6
U07803,AWS-ACCT-013,19-01-2026 07:58:00,STORAGE,S3-IA,4339.38,megabytes,288.34,Us Dollar,1.0,ap-south-1,aws-ec2-048,backend,staging,BILLABLE,spot,engineering,Phoenix,,,,,,0,-8.6
U02510,AWS-ACCT-010,2026-01-04T14:13:00+05:30,database,RDS-db.m5.large,11534.56,secs,887.77,Indian Rupee,0.012,AP-SOUTHEAST-1,aws-ec2-104,BACKEND,production,FREE_TIER,Spot,devops,BETA,4.7,7.8,,T-173,V1,No,-45.5
U04613,AWS-ACCT-011,25-03-2026 14:03:00,database,RDS-db.m5.large,49424.4,seconds,4672.74,inr,0.012,eu-west-1,aws-ec2-009,DEVOPS,Prod,BILLABLE,Reserved,PRODUCT,OMEGA,13.5,61.8,INC-017,T-013,v3,false,68.3
U04278,GCP-ACCT-042,2026-02-27T15:28:00+00:00,database,CloudSQL-db.standard-2,9867.66,sec,€293.48,EUR,1.08,asia-southeast1,gcp-inst-283,backend,production,Refund,on_demand,Product,OMEGA,31.1,11.5,,,v2,NO,28.5
U08446,GCP-ACCT-049,2026-0317 22:45,database,CloudSQL-db.standard-2,14765.94,sec,1078.97,Us Dollar,1.0,asia-southeast1,gcp-inst-259,security,staging,billable,on_demand,SECURITY,Delta,93.0,22.6,,,v3,0,-17.5
U08740,AWS-ACCT-001,2026-03-24T01:52:00-05:00,Database,RDS-db.m5.large,12163.13,hr,"1,191.55",Indian Rupee,0.012,US-WEST-2,aws-ec2-045,devops,staging,FREE_TIER,SPOT,devops,phoenix,40.8,76.9,,,v3,NO,-65.8
U08523,AZ-ACCT-022,2026/01/07 22:42,Storage,Blob-Cool,947.38,GB,37.09,usd,1.0,eastus,az-vm-177,plat,production,TRUE,on-demand,Product,OMEGA,,,,,v1,NO,-92.3
U04408,AZ-ACCT-029,2026/03/31 15:08,Storage,Blob-Hot,3384.87,Gb,80.56,inr,0.012,canadacentral,az-vm-197,Data,PROD,FREE_TIER,SPOT,Data_Science,NOVA,,,INC-016,T-039,v3,false,31.6
U03860,GCP-ACCT-047,2026-02-22T21:24:00Z,compute,GCE_n1_standard_2,10034.85,mins,€510.96,euro,1.08,us-central1,gcp-inst-280,Data,staging,BILLABLE,RESERVED,Devops,BETA,74.4,71.1,,,v2,FALSE,-10.6
U01789,AWS-ACCT-019,2026-03-31T19:35:00Z,COMPUTE,EC2-t3.large,13007.05,hours,£360.89,GBP,1.27,ap south 1,aws-ec2-101,FRONTEND,staging,credit,ON-DEMAND,security,Delta,81.5,31.1,,,v3,No,-118.8
U05160,GCP-ACCT-039,2026-02-18T13:22:00-05:00,Storage,GCS-Standard,281.28,megabytes,-12.31,GBP,1.27,asia-south1,gcp-inst-284,data,development,credit,on_demand,product,EPSILON,,,,,V2,0,88.8
U07308,AZ-ACCT-023,2026-0116 17:28,Compute,VM-Standard_D2s,43983.85,min,4324.59,Pound,1.27,canadacentral,az-vm-149,backend,production,True,on_demand,OPERATIONS,ALPHA,1.0,0.4,,T-121,v1,FALSE,-101.0
U01887,AWS-ACCT-015,2026-01-19 18:13:00,compute,EC2-t3_xlarge,14265.5,hr,371.93,Indian Rupee,0.012,eu-west-1,aws-ec2-095,data,staging,true,on-demand,ENGINEERING,EPSILON,98.3,93.6,,,v1,1,103.3
U02722,AZ-ACCT-023,2026-01-22T17:54:00+00:00,COMPUTE,VM-Standard_D4s,47787.16,secs,"£4,060.98",GBP,1.27,southeastasia,az-vm-188,frontend,production,TRUE,Spot,Legal,Nova,65.7,89.3,,,v1,no,
U04177,GCP-ACCT-044,2026-01-24T13:43:00+01:00,STORAGE,GCS_Standard,3705.76,gigabytes,319.40,INR,0.012,asia-south1,gcp-inst-206,data,development,Credit,OnDemand,Devops,beta,,,,,v1,0,-83.6
U00234,GCP-ACCT-037,2026/01/09 15:53,compute,GCE-n1-standard-8,413.8,hrs,"$3,927.73",pound,1.27,us-west1,gcp-inst-236,frontend,development,free,on_demand,UNKNOWN_DEPT,ALPHA,76.0,29.3,INC-019,T-102,version1,1,-27.6
U01042,AWS_ACCT_004,2026-01-09T05:16:00+01:00,Compute,EC2-t3.xlarge,16173.45,hour,"1,126.53",dollar,1.0,us-east-1,aws-ec2-002,Platform,Prod,CREDIT,spot,Security,beta,50.9,2.5,,,v1,0,-79.8
U07813,AWS_ACCT_004,2026/03/14 21:00,Compute,EC2-T3.XLARGE,40248.63,hours,"1,777.00",usd,1.0,eu-west-1,aws-ec2-052,DEVOPS,development,CREDIT,Reserved,hr,Delta,4.9,92.8,INC-034,,ver-3,false,92.5
U09218,AWS-ACCT-020,2026-0331 20:19,COMPUTE,EC2-t3.large,45799.89,secs,462.28,euro,1.08,ap-south-1,aws-ec2-028,data-team,production,Credit,spot,hr,delta,32.1,62.8,,T-186,v3,yes,39.1
U02754,GCP-ACCT-042,19-03-2026 13:40:00,Compute,GCE-n1-standard-2,36816.37,hrs,3522.53,EUR,1.08,asia-south1,gcp-inst-212,back-end,prd,BILLABLE,ON-DEMAND,Hr,Gamma,92.8,93.8,,,v3,FALSE,-69.2
U06260,AZ-ACCT-026,12-01-2026 08:09:00,DATABASE,SQLDb-S2,23169.88,mins,"1,397.83",USD,1.0,canadacentral,az-vm-154,security,production,true,on_demand,UNKNOWN_DEPT,EPSILON,53.2,23.7,,,v2,FALSE,-8.7
U05357,AWS-ACCT-011,30-03-2026 15:57:00,Compute,EC2-t3.large,27448.26,mins,287.79,inr,0.012,us-west-2,aws-ec2-077,platform,production,CREDIT,OnDemand,LEGAL,DELTA,50.2,28.4,INC-066,,v3,No,65.7
U05283,GCP-ACCT-041,2026-02-04 03:38:00,Storage,GCS-Nearline,1564.37,megabytes,75.64,EUR,1.08,us west1,gcp-inst-270,frontend,Dev,TRUE,OnDemand,operations,Delta,,,,T-011,v2,false,56.1
U08968,GCP-ACCT-049,2026/03/31 23:19,STORAGE,GCS-STANDARD,4598.08,gigabytes,34.62,usd,1.0,asia-southeast1,gcp-inst-225,platform,staging,billable,RESERVED,legal,Epsilon,,,,,v3,False,19.0
U08983,GCP-ACCT-042,2026-02-06 14:42:00,Compute,GCE-n1-standard-4,12486.82,second,29.52,euro,1.08,EUROPE-WEST1,gcp-inst-281,backend,staging,free_tier,on_demand,HR,DELTA,11.8,38.9,,,v2,NO,22.3
U06090,GCP-ACCT-049,2026-03-22T03:36:00Z,Compute,GCE-n1-standard-4,27901.22,sec,2510.61,usd,1.0,us-central1,gcp-inst-242,devops,production,TRUE,RI,finance,delta,45.6,13.9,,T-086,v3,no,
U09284,  AZ-ACCT-024 ,17-02-2026 14:23:00,compute,VM-Standard_D4s,32080.58,seconds,1070.34,Euro,1.08,canadacentral,az-vm-180,data,stage,FREE_TIER,Spot,MARKETING,omega,48.0,57.6,,,version2,No,-37.3
U05353,AZ-ACCT-027,2026/02/18 10:53,Storage,Blob-Cool,215249.65,GB,242.62,usd,1.0,canadacentral,az-vm-137,PLATFORM,PROD,Credit,RI,Data_Science,NOVA,,,,T-151,v2,YES,-57.1
U03261,AWS-ACCT-016,2026-0223 15:00,Database,RDS-db.m5.large,30294.25,hr,2141.91,USD,1.0,ap-southeast-1,aws-ec2-065,platform,staging,CREDIT,On Demand,DEVOPS,GAMMA,51.9,94.0,,,v2,0,-63.4
U05412,AZ-ACCT-033,2026-01-17 00:20:00,Storage,BLOB-COOL,4775.68,mb,388.39,euro,1.08,canadacentral,az-vm-158,security,Staging,True,RESERVED,Security,Delta,,,,,v1,no,100.8
U00452,AWS-ACCT-004,2026/03/27 09:36,COMPUTE,EC2-t3.large,23730.41,mins,"1,635.54",Us Dollar,1.0,eu-west-1,aws-ec2-027,platform,STG,Refund,on_demand,Operations,delta,3.3,1.2,,,version3,FALSE,101.6
U08515,GCP-ACCT-045,2026-03-09T15:59:00Z,Storage,GCS-Nearline,2847.99,Gb,57.13,Indian Rupee,0.012,europe-west1,gcp-inst-267,data,prd,BILLABLE,spot,MARKETING,Omega,,,,T-057,v3,True,38.0
U04372,AWS-ACCT-017,27-01-2026 14:11:00,Compute,EC2-t3.medium,21813.62,mins,1985.37,gbp,1.27,ap south 1,aws-ec2-034,PLATFORM,Dev,BILLABLE,OnDemand,Security,DELTA,34.1,78.1,,,version1,false,-49.1
U04943,GCP-ACCT-050,13-01-2026 18:01:00,compute,GCE-n1-standard-4,17596.04,min,655.49,Indian Rupee,,US-WEST1,gcp-inst-206,devops,staging,refund,On Demand,PRODUCT,epsilon,82.4,46.1,,,v1,0,2.5
U00219,AWS-ACCT-003,2026-03-22T06:27:00+01:00,compute,EC2-t3.medium,18680.83,secs,"1,290.94",euro,,eu-west-1,aws-ec2-044,FE,Dev,billable,reserved,Legal,NOVA,30.3,96.9,INC-062,T-088,v3,0,-62.3
U06198,  AZ-ACCT-035 ,2026-03-23 02:06:00,Database,SQLDb_S2,10206.4,seconds,493.24,eur,1.08,eastus,az-vm-189,security,Dev,true,on-demand,devops,phoenix,51.5,39.1,,T-035,v3,0,49.7
U03690,AZ-ACCT-027,2026-02-04T05:57:00-08:00,Storage,Blob-Hot,3439.09,Gb,277.80,dollar,1.0,eastus,az-vm-119,platform,stg,TRUE,spot,SECURITY,delta,,,,,v2,FALSE,61.1
U05446,GCP-ACCT-043,2026-03-24T09:13:00-08:00,Storage,GCS-Standard,4386.24,MB,172.65,dollar,1.0,asia-south1,gcp-inst-227,Security,production,billable,on-demand,Product,omega,,,,,v3,no,49.3
U01295,  GCP-ACCT-050 ,2026/02/16 02:42,Compute,gce-n1-standard-8,46471.09,hour,186.03,Inr,0.012,asia-southeast1,gcp-inst-281,security,Dev,credit,On Demand,DATA_SCIENCE,GAMMA,18.2,72.7,,T-022,v2,0,-56.8
U03334,AZ-ACCT-027,2026-01-01 06:29:00,Database,SQLDB-S2,45557.28,secs,"$1,078.83",Us Dollar,1.0,eastus,az-vm-140,security,prod,Billable,Spot,engineering,PHOENIX,39.2,71.1,,T-049,v1,FALSE,-11.0
U02780,GCP-ACCT-040,2026-02-02T06:49:00Z,storage,GCS-Nearline,29632.05,GB,25.74,Indian Rupee,0.012,asia-southeast1,gcp-inst-237,DATA,production,TRUE,Spot,ENGINEERING,Phoenix,,,,,v2,FALSE,84.0
U01144,GCP-ACCT-041,2026-01-13T00:57:00Z,compute,GCE_n1_standard_4,26211.47,mins,1202.02,eur,1.08,us-central1,gcp-inst-268,platform,develop,CREDIT,on_demand,Hr,GAMMA,28.7,82.4,,T-087,v1,False,31.0
U02334,GCP-ACCT-048,2026-01-07 23:14:00,Storage,GCS-Standard,1115.51,mb,56.48,Indian Rupee,0.012,asia-south1,gcp-inst-219,Platform,DEV,CREDIT,On Demand,hr,Gamma,,,,,v1,Yes,-39.0
U05226,AZ-ACCT-021,23-03-2026 03:25:00,compute,VM-Standard_D8s,38195.94,secs,543.86,Indian Rupee,0.012,eastus,az-vm-167,FE,staging,BILLABLE,Spot,OPERATIONS,delta,27.0,79.8,,,v3,false,37.9
U02708,gcp-acct-042,2026-0329 14:15,storage,GCS-Standard,1402.85,megabytes,37.22,euro,1.08,asia-southeast1,gcp-inst-268,data,staging,TRUE,OnDemand,Legal,Nova,,,,,v3,FALSE,107.6
U02350,AWS-ACCT-019,2026-02-01T01:59:00+05:30,storage,S3-IA,690.53,mb,40.13,pound,1.27,ap-southeast-1,aws-ec2-070,backend,development,Free Tier,on-demand,Product,EPSILON,,,,T-001,v2,NO,
U01113,AWS-ACCT-020,2026/01/04 19:41,DATABASE,RDS-db.m5.large,43764.44,sec,1809.81,eur,1.08,ap-southeast-1,aws-ec2-104,frontend,Dev,Free Tier,OnDemand,Product,OMEGA,97.3,15.3,INC-013,T-051,V1,false,1.2
U09934,AZ-ACCT-035,01-01-2026 23:52:00,COMPUTE,VM-Standard_D2s,29910.43,second,"€1,508.01",Euro,1.08,canadacentral,gcp-inst-145,data,staging,Free Tier,On Demand,SECURITY,beta,43.7,8.7,,,v1,no,32.8
U00521,AWS-ACCT-009,2026-03-11T07:19:00Z,database,RDS-db_m5_large,269110.1,hr,£261.30,GBP,1.27,us-east-1,aws-ec2-044,security,Staging,Credit,on-demand,marketing,Omega,48.1,14.9,,T-166,v3,0,86.5
U03059,AZ-ACCT-030,2026-02-04T16:00:00Z,DATABASE,SQLDB-S2,22404.82,min,₹860.17,inr,0.012,centralindia,az-vm-194,devops,development,Free Tier,reserved,Security,Beta,39.6,37.7,,,v2,no,34.2
U05491,  AWS-ACCT-010 ,2026-0302 15:40,storage,S3-IA,2840.75,gigabytes,272.18,inr,0.012,us-west-2,aws-ec2-048,data,development,billable,ON-DEMAND,engineering,phoenix,,,,,v3,no,68.0
U03803,AWS_ACCT_002,2026-02-22 20:41:00,DATABASE,RDS-db.m5.large,16473.35,hour,565.25,INR,0.012,eu-west-1,aws-ec2-070,SECURITY,prd,True,Reserved,PRODUCT,Omega,55.5,99.3,,,v2,FALSE,-9.5
U08194,gcp-acct-038,2026-03-31T02:22:00Z,compute,GCE-n1-standard-8,31773.21,second,860.44,INR,0.012,asia-south1,gcp-inst-208,data,staging,true,on_demand,marketing,Omega,6.0,39.1,,T-028,v3,NO,54.9
U08572,AWS-ACCT-012,2026/01/25 23:43,Database,RDS-db.m5.large,28132.68,seconds,138.68,inr,0.012,eu-west-1,az-vm-077,security,production,Free Tier,on-demand,finance,Epsilon,75.3,47.0,,,v1,False,38.1
U03484,AWS-ACCT-004,2026-02-16 16:30:00,STORAGE,S3-Standard,24755.3,mb,100.89,dollar,1.0,eu-west-1,aws-ec2-034,data,production,True,ON-DEMAND,Devops,ALPHA,,,,,v2,false,8.0
U07234,GCP-ACCT-046,2026-0114 06:39,Storage,GCS-Nearline,60185.4,gigabytes,"3,200.18",usd,1.0,us-central1,gcp-inst-221,sec-team,production,Free Tier,on-demand,Finance,DELTA,,,,,v1,No,
U03832,AWS-ACCT-009,2026-0303 01:29,compute,ec2-t3.large,36148.95,mins,2345.83,Pound,1.27,ap-southeast-1,aws-ec2-073,front-end,production,Refund,reserved,engineering,phoenix,72.9,71.2,INC-049,T-111,v3,yes,51.6
U06325,AWS-ACCT-017,2026-02-04 09:41:00,COMPUTE,ec2-t3.large,13220.3,hr,847.54,GBP,1.27,EU-WEST-1,aws-ec2-001,Security,staging,credit,RI,FINANCE,nova,97.1,56.2,,,v2,TRUE,98.0
U05809,GCP-ACCT-038,2026-03-22T05:54:00Z,database,CLOUDSQL-DB.STANDARD-2,11281.1,hrs,641.94,inr,0.012,us-west1,gcp-inst-221,devops,production,billable,On Demand,SECURITY,UNKNOWN_PROJECT,76.8,34.7,,,v3,TRUE,117.5
U02487,AZ_ACCT_029,2026/03/29 21:05,STORAGE,blob-hot,1984.3,GB,178.25,INR,0.012,southeastasia,az-vm-195,frontend,production,refund,RI,DEVOPS,Beta,,,,T-102,version3,NO,63.4
U05709,AWS-ACCT-014,2026-02-05T11:29:00Z,Compute,EC2-t3.large,45663.56,hours,533.07,Us Dollar,1.0,us-west-2,aws-ec2-017,devops,staging,REFUND,RESERVED,product,EPSILON,0.3,45.2,INC-020,T-062,v2,no,
U02230,GCP-ACCT-043,2026-01-02T16:46:00-08:00,database,cloudsql-db.standard-2,29064.51,min,"$1,855.37",dollar,,us-central1,gcp-inst-211,Frontend,prod,True,RESERVED,HR,OMEGA,44.7,28.9,,,v1,no,-21.6
U02868,AWS-ACCT-005,2026/03/28 04:37,STORAGE,S3-IA,3006.15,MB,27.19,usd,1.0,us-west-2,aws-ec2-099,data,production,TRUE,On Demand,Engineering,ALPHA,,,,,v3,No,-19.5
U05588,AWS-ACCT-017,2026-0331 14:07,storage,S3-IA,4173.71,Gb,49.18,gbp,1.27,eu-west-1,aws-ec2-036,data,staging,REFUND,On Demand,UNKNOWN_DEPT,BETA,,,,,v3,NO,82.2
U03217,  GCP-ACCT-050 ,2026-03-20T11:38:00Z,compute,GCE-n1-standard-4,41787.67,min,"₹2,143.89",INR,0.012,us-west1,gcp-inst-234,security,production,CREDIT,ON-DEMAND,operations,Delta,65.3,2.6,,,v3,TRUE,-53.9
U09313,AWS-ACCT-015,2026/02/13 13:16,compute,EC2-t3.xlarge,542.72,second,34.10,inr,0.012,apso,aws-ec2-041,security,staging,TRUE,on_demand,operations,Gamma,99.5,32.7,,,v2,YES,52.4
U03895,GCP-ACCT-039,2026-01-26T02:56:00+00:00,Compute,GCE-n1-standard-4,49400.97,seconds,4891.66,pound,1.27,europe-west1,az-vm-181,platform,staging,CREDIT,On Demand,engineering,alpha,13.1,45.2,,,v1,true,-78.3
U08210,AZ-ACCT-031,2026-03-11T00:28:00-08:00,Compute,VM-Standard_D8s,1956.57,hours,187.70,gbp,1.27,southeastasia,az-vm-162,devops,Dev,Billable,Spot,security,BETA,75.6,91.6,,T-015,v3,No,35.6
U07761,AWS-ACCT-008,2026-02-21T17:06:00-05:00,Storage,S3-IA,530.49,mb,39.62,Inr,0.012,us-east-1,aws-ec2-091,frontend,staging,CREDIT,On Demand,data_science,Nova,,,,T-140,v2,YES,7.9
U04688,AZ-ACCT-030,31-03-2026 08:49:00,STORAGE,BLOB-COOL,4854.79,Gb,334.66,INR,0.012,centralindia,gcp-inst-045,Backend,PROD,True,On Demand,Security,beta,,,,,version3,False,-108.7
U06569,AZ-ACCT-030,2026-02-15 06:20:00,COMPUTE,VM-Standard_D4s,38512.27,sec,"₹1,774.10",Indian Rupee,0.012,canadacentral2,az-vm-140,data,DEV,CREDIT,ON-DEMAND,marketing,gamma,49.5,65.6,INC-087,T-123,v2,NO,-82.2
U04391,AZ-ACCT-026,2026-01-02T16:58:00+05:30,Database,SQLDb-S2,37282.27,sec,1164.10,Us Dollar,1.0,westeurope,az-vm-195,devops,production,TRUE,on-demand,FINANCE,NOVA,42.3,33.6,,,v1,yes,35.5
U07748,GCP-ACCT-041,2026-01-18T22:09:00Z,COMPUTE,GCE-n1-standard-8,13701.38,hrs,"1,043.80",EUR,1.08,asia south1,gcp-inst-247,DevOps,stg,billable,OnDemand,SECURITY,Delta,20.8,92.0,,,version1,True,-11.7
U01163,GCP-ACCT-041,,Database,CloudSQL-db.standard-2,46889.56,hours,2518.99,eur,1.08,europe-west1,gcp-inst-285,security,dev,Free Tier,on-demand,DATA_SCIENCE,BETA,52.7,38.4,INC-019,T-096,v2,1,69.9
U05606,AWS-ACCT-006,2026-01-17T02:57:00Z,Compute,EC2-t3_xlarge,3622.2,mins,98.33,USD,1.0,us-east-1,aws-ec2-018,devops,production,TRUE,on-demand,engineering,Beta,85.6,90.4,,,v1,no,24.5
U01220,AZ-ACCT-030,2026-0224 14:53,database,SQLDb-S2,3679.71,hr,₹360.84,inr,0.012,westeurope,az-vm-155,frontend,Dev,Refund,On Demand,SECURITY,Delta,99.5,89.1,,T-167,v2,NO,-58.0
U03236,AWS-ACCT-013,2026-01-29T00:12:00+05:30,STORAGE,S3-Standard,2729.97,mb,115.88,usd,1.0,ap-south-1,aws-ec2-050,Data,staging,TRUE,RESERVED,operations,Delta,,,,T-150,v1,FALSE,66.6
U07969,gcp-acct-036,2026-02-23T19:32:00-05:00,database,CloudSQL-db.standard-2,2510.97,hours,235.12,INR,0.012,asia south1,gcp-inst-268,backend,production,Billable,on_demand,DEVOPS,PHOENIX,8.3,7.3,,,v2,0,76.4
U06478,GCP-ACCT-047,2026-02-13T19:30:00Z,database,CloudSQL-db.standard-2,30317.35,sec,"€1,329.17",euro,1.08,europe-west1,gcp-inst-212,Platform,staging,billable,OnDemand,PRODUCT,Omega,95.7,6.8,,T-027,v2,NO,6.1
U00215,AZ-ACCT-035,2026-03-25 08:15:00,DATABASE,SQLDb-S2,38539.19,secs,2408.54,eur,1.08,westeurope,az-vm-178,frontend,staging,Billable,on_demand,security,Delta,91.8,69.5,,,v3,No,-100.5
U08693,GCP-ACCT-038,2026-02-02T14:05:00-08:00,STORAGE,GCS-Nearline,3611.2,megabytes,₹321.79,Indian Rupee,0.012,asia-southeast1,gcp-inst-248,platform,development,true,RI,Data_Science,Alpha,,,,T-060,v2,TRUE,64.9
U04417,AWS_ACCT_019,28-02-2026 07:20:00,database,RDS-db.m5.large,679.81,min,11.11,Pound,1.27,us-east-1,aws-ec2-046,sec-team,production,TRUE,SPOT,UNKNOWN_DEPT,PHOENIX,45.8,71.3,,,v2,NO,62.9
